Job_Title,Rating,Company_Name,Company_Location,State,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,SAS,Statistics,Machine_Learning,SQL,Python,Tableau,BI,AWS,GoogleCloud,Azure,Excel,Powerpoint,Lowest_Salary(1000s),Highest_Salary(1000s),Avg_Salary(1000s),Highest_salary>120K
Sr. Data Analyst,2.8,GHX,Louisville, CO,"Houston, TX",501 to 1000 ,1864,Segment,Wholesale,Business Services,$100  to  $500 million (USD),Unknown,0,1,1,1,1,0,0,1,0,0,0,0,57,100,78,0.0
Data Analyst,3.8,Lockheed Martin,Littleton, CO,"Bethesda, MD",10000+ ,1884,Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Boeing, Northrop Grumman, Raytheon Technologies",0,0,0,0,0,0,0,0,0,0,1,0,57,100,78,0.0
Data Analyst,3.6,Comcast,Englewood, CO,"Philadelphia, PA",10000+ ,2004,Public,-1,Information Technology,$10+ billion (USD),"AT&T, Verizon",0,0,1,1,1,0,0,0,0,0,0,0,57,100,78,0.0
Sr. Data Analyst,4.0,"Amyx, Inc.",Aurora, CO,"Reston, VA",501 to 1000 ,2019,Private,IT Services,Information Technology,$50  to  $100 million (USD),Unknown,0,0,0,0,0,0,0,1,0,0,1,0,78,104,91,0.0
Business Analyst,3.5,"The Judge Group, Inc.",Centennial, CO,"Wayne, PA",1001 to 5000 ,1863,Private,Staffing & Outsourcing,Business Services,$100  to  $500 million (USD),"Adecco, Kforce",0,0,0,1,0,0,0,0,0,0,1,0,78,104,91,0.0
Data Analyst,3.0,CenturyLink,Broomfield, CO,"Monroe, LA",10000+ ,1858,Public,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),"AT&T, Verizon",0,1,0,1,0,0,1,0,0,0,1,0,78,104,91,0.0
Data Analyst,2.8,Forfeiture Support Associates,Centennial, CO,"Ashburn, VA",1001 to 5000 ,1915,Private,Staffing & Outsourcing,Business Services,$50  to  $100 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,1,78,104,91,0.0
Sr. Data Analyst,2.9,Arrow Electronics,Centennial, CO,"Centennial, CO",10000+ ,1926,Public,Wholesale,Business Services,$10+ billion (USD),"Avnet, Ingram Micro, Tech Data",0,1,0,1,0,1,0,0,0,0,0,0,78,104,91,0.0
Data Analyst,3.1,Contingent Network Services,Centennial, CO,"West Chester, OH",201 to 500 ,2011,Private,Enterprise Software & Network Solutions,Information Technology,$25  to  $50 million (USD),Unknown,0,0,1,1,1,0,0,0,0,0,0,0,78,104,91,0.0
Sr. Data Analyst,3.4,SCL Health,Broomfield, CO,"Broomfield, CO",10000+ ,2009,Organization,Health Care Services & Hospitals,Health Care,$2  to  $5 billion (USD),"Centura Health, HealthONE, Denver Health and Hospital Authority",0,1,0,0,0,1,0,0,0,0,1,0,78,104,91,0.0
Business Analyst,3.9,Memorial Sloan-Kettering,New York, NY,"New York, NY",10000+ ,2010,Organization,Health Care Services & Hospitals,Health Care,$2  to  $5 billion (USD),"Mayo Clinic, The Johns Hopkins Hospital, MD Anderson Cancer Center",0,0,0,0,0,0,0,0,0,0,1,0,56,102,79,0.0
Data Analyst,3.6,Asembia,Florham Park, NJ,"Florham Park, NJ",501 to 1000 ,2000,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5  to  $10 million (USD),Unknown,0,0,0,1,0,0,0,1,0,0,1,0,56,102,79,0.0
Data Analyst,3.6,BD,Franklin Lakes, NJ,"Franklin Lakes, NJ",10000+ ,1871,Public,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD),"Abbott, Siemens, Baxter",0,0,0,0,0,0,0,0,0,0,0,0,56,102,79,0.0
Data Analyst,3.4,Rubicon Project,New York, NY,"Los Angeles, CA",201 to 500 ,1937,Public,Internet,Information Technology,$100  to  $500 million (USD),"PubMatic, AppNexus, Index Exchange",0,0,0,0,0,1,0,0,0,0,1,1,56,102,79,0.0
Data Analyst,3.4,Sapphire Digital,Lyndhurst, NJ,"Lyndhurst, NJ",201 to 500 ,1893,Private,Internet,Information Technology,Unknown / Non-Applicable,"Zocdoc, Healthgrades",1,0,0,1,1,0,0,0,0,0,1,0,56,102,79,0.0
Data Analyst,3.8,Swiss Re,New York, NY,"Zurich, Switzerland",10000+ ,1996,Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Munich Re, Hannover RE, SCOR",0,0,0,0,0,0,0,0,0,0,1,0,56,102,79,0.0
Business Analyst,3.8,Bristol-Myers Squibb,Jersey City, NJ,"New York, NY",10000+ ,2009,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,0,56,102,79,0.0
Business Analyst,4.2,Gannett Fleming,New York, NY,"Camp Hill, PA",1001 to 5000 ,1962,Private,Architectural & Engineering Services,Business Services,$100  to  $500 million (USD),STV,0,1,0,0,0,0,0,0,0,0,1,0,56,102,79,0.0
Business Analyst,4.4,McKinsey,New York, NY,"New York, NY",10000+ ,2005,Private,Consulting,Business Services,Unknown / Non-Applicable,"Boston Consulting Group, Bain & Company, Strategy&",0,1,0,0,0,0,0,0,0,0,0,0,56,102,79,0.0
Business Analyst,4.4,Red Balloon Security,New York, NY,"New York, NY",1 to 50 ,1906,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Unknown,0,0,0,0,0,0,0,0,0,0,1,0,56,102,79,0.0
Sr. Business Analyst,4.1,CB Insights,New York, NY,"New York, NY",201 to 500 ,2008,Private,Enterprise Software & Network Solutions,Information Technology,$25  to  $50 million (USD),Unknown,0,0,0,1,0,1,0,0,0,0,0,0,56,102,79,0.0
Business Analyst,3.6,Amplify,Brooklyn, NY,"Brooklyn, NY",201 to 500 ,1896,Private,K-12 Education,Education,$100  to  $500 million (USD),"Pearson, McGraw Hill, Scholastic",0,0,0,0,0,0,0,0,0,0,0,0,56,102,79,0.0
Business Analyst,4.2,Efficio,New York, NY,"London, United Kingdom",201 to 500 ,1812,Private,Consulting,Business Services,$50  to  $100 million (USD),"Kearney, McKinsey & Company, Bain & Company",0,0,0,0,0,0,0,0,0,0,1,1,56,102,79,0.0
Data Analyst,3.1,Upfield,Hackensack, NJ,"Amsterdam, Netherlands",1001 to 5000 ,2003,Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,Unknown,1,1,0,0,0,1,0,0,0,0,1,0,56,102,79,0.0
Data Analyst,3.7,Mesirow Financial,New York, NY,"Chicago, IL",501 to 1000 ,1864,Private,Investment Banking & Asset Management,Finance,$100  to  $500 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,0,56,102,79,0.0
Business Analyst,3.8,Visiting Nurse Service of New York,New York, NY,"New York, NY",10000+ ,1972,Organization,Health Care Services & Hospitals,Health Care,$2  to  $5 billion (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,0,56,102,79,0.0
Business Analyst,3.8,NYSTEC,New York, NY,"Rome, NY",51 to 200 ,2001,Organization,Consulting,Business Services,$25  to  $50 million (USD),"KPMG, Accenture, Deloitte",0,0,0,0,0,0,0,0,0,0,0,0,56,102,79,0.0
Business Analyst,3.4,Venmo,New York, NY,"New York, NY",51 to 200 ,2010,Public,Financial Transaction Processing,Finance,Unknown / Non-Applicable,"Square, Early Warning Services",0,1,0,1,1,1,0,1,0,0,0,0,56,102,79,0.0
Business Analyst,3.6,Jefferies Financial Group Inc.,New York, NY,"New York, NY",1001 to 5000 ,1992,Public,Investment Banking & Asset Management,Finance,$2  to  $5 billion (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,0,56,102,79,0.0
Sr. Data Scientist,4.2,Payoneer,New York, NY,"New York, NY",1001 to 5000 ,2016,Private,Lending,Finance,$100  to  $500 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,56,102,79,0.0
Business Analyst,3.8,NBC Universal,New York, NY,"New York, NY",10000+ ,1971,Public,TV Broadcast & Cable Networks,Media,$10+ billion (USD),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,56,102,79,0.0
Business Analyst,4.7,TEEMA,New York, NY,"Litchfield Park, AZ",201 to 500 ,2000,Private,Staffing & Outsourcing,Business Services,$50  to  $100 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,1,56,102,79,0.0
Data Analyst,4.0,DMGT,New York, NY,"London, United Kingdom",5001 to 10000 ,1998,Public,Venture Capital & Private Equity,Finance,$1  to  $2 billion (USD),"Thomson Reuters, Hearst, Pearson",0,1,0,1,1,0,0,0,1,0,1,0,56,102,79,0.0
Business Analyst,3.7,Citi,New York, NY,"New York, NY",10000+ ,2012,Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Unknown,0,0,0,0,0,0,0,1,0,0,0,0,56,102,79,0.0
Sr. Data Analyst,3.4,Squarespace,New York, NY,"New York, NY",1001 to 5000 ,1839,Private,Internet,Information Technology,Unknown / Non-Applicable,GoDaddy,0,0,0,1,1,1,0,0,0,0,1,0,56,102,79,0.0
Business Analyst,3.1,MUFG,Jersey City, NJ,"Tokyo, Japan",10000+ ,1799,Public,Banks & Credit Unions,Finance,$10+ billion (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,1,56,102,79,0.0
Business Analyst,3.2,iHeartRadio,New York, NY,"San Antonio, TX",10000+ ,1690,Public,Radio,Media,$5  to  $10 billion (USD),"CUMULUS MEDIA, Entercom, Cox Media Group",0,0,0,0,0,0,0,0,0,0,1,0,56,102,79,0.0
Data Analyst,4.4,Two Sigma,New York, NY,"New York, NY",1001 to 5000 ,1994,Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,Unknown,0,0,0,1,1,0,0,0,0,0,1,0,55,78,66,0.0
Business Analyst,3.5,Russell Tobin & Associates,Jersey City, NJ,"New York, NY",51 to 200 ,2003,Segment,Staffing & Outsourcing,Business Services,$10  to  $25 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,1,55,78,66,0.0
Business Analyst,4.2,Computer Resources of America,New York, NY,"New York, NY",1 to 50 ,1999,Private,IT Services,Information Technology,$500 million  to  $1 billion (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,0,55,78,66,0.0
Business Analyst,4.8,Wicket Labs,New York, NY,"Seattle, WA",1 to 50 ,2007,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Domo,0,0,0,1,0,0,0,0,0,0,1,0,55,78,66,0.0
Business Analyst,3.6,Nasdaq,New York, NY,"New York, NY",1001 to 5000 ,2013,Public,Stock Exchanges,Finance,$2  to  $5 billion (USD),"ICE, CME Group, Cboe Global Markets",0,0,0,0,0,0,0,0,0,0,0,0,55,78,66,0.0
Business Analyst,3.8,LanceSoft Inc,New York, NY,"Herndon, VA",1001 to 5000 ,1884,Private,Staffing & Outsourcing,Business Services,$100  to  $500 million (USD),"Mindlance, Artech Information Systems, Pyramid Consulting",0,0,0,0,0,0,0,0,0,0,1,0,55,78,66,0.0
Business Analyst,4.3,Infowave Systems Inc,New York, NY,"Keene, NH",51 to 200 ,1985,Private,-1,Information Technology,$5  to  $10 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,0,1,55,78,66,0.0
Business Analyst,3.8,Peloton,New York, NY,"New York, NY",1001 to 5000 ,1871,Public,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,Unknown,0,0,0,1,0,0,0,0,0,0,1,0,55,78,66,0.0
Data Analyst,3.0,The Provident Bank,Iselin, NJ,"Iselin, NJ",501 to 1000 ,2006,Segment,Banks & Credit Unions,Finance,$100  to  $500 million (USD),"Investors Bank, Valley Bank, M&T Bank",0,0,0,0,0,0,0,1,0,0,1,0,55,78,66,0.0
Business Analyst,3.9,JPMorgan Chase,New York, NY,"New York, NY",10000+ ,1812,Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Unknown,0,0,0,1,0,0,0,0,0,0,1,1,55,78,66,0.0
Business Analyst,3.8,Barclays,Whippany, NJ,"London, United Kingdom",10000+ ,2007,Public,Banks & Credit Unions,Finance,$10+ billion (USD),"Deutsche Bank, HSBC Holdings, Royal Bank of Scotland",0,0,0,0,0,0,0,0,0,0,1,0,55,78,66,0.0
Business Analyst,3.5,Riskcare,New York, NY,"London, United Kingdom",51 to 200 ,1862,Private,Consulting,Business Services,$5  to  $10 million (USD),"Lab49, Capco, d-fine",0,0,0,0,0,0,0,0,0,0,1,0,55,78,66,0.0
Business Analyst,4.5,FADEL,New York, NY,"New York, NY",51 to 200 ,1852,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Unknown,0,0,0,0,0,0,0,0,0,0,1,0,55,78,66,0.0
Business Analyst,4.2,CyberCoders,New York, NY,"Irvine, CA",201 to 500 ,2006,Segment,Staffing & Outsourcing,Business Services,$100  to  $500 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,55,78,66,0.0
Business Analyst,4.4,Black Systems LLC,New York, NY,"San Diego, CA",201 to 500 ,1986,Private,Computer Hardware & Software,Information Technology,$25  to  $50 million (USD),Unknown,0,0,0,1,0,0,0,0,0,0,0,0,55,78,66,0.0
Business Analyst,3.8,EZOPS,New York, NY,"New Brunswick, NJ",51 to 200 ,1980,Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable,"Duco, Smart Stream",0,0,1,0,0,0,0,0,0,0,1,1,55,78,66,0.0
Data Analyst,3.9,Memorial Sloan-Kettering,New York, NY,"New York, NY",10000+ ,2012,Organization,Health Care Services & Hospitals,Health Care,$2  to  $5 billion (USD),"Mayo Clinic, The Johns Hopkins Hospital, MD Anderson Cancer Center",0,0,0,0,0,0,0,0,0,0,1,0,55,78,66,0.0
Business Analyst,3.9,The Alexander Group (AZ),New York, NY,"Scottsdale, AZ",51 to 200 ,1897,Private,Consulting,Business Services,Unknown / Non-Applicable,Unknown,0,0,0,0,0,0,0,0,0,0,1,1,55,78,66,0.0
Business Analyst,3.4,"Marsh & McLennan Companies, Inc.",Hoboken, NJ,"New York, NY",10000+ ,1799,Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Aon, Accenture",0,0,0,0,0,0,0,0,0,0,1,0,55,78,66,0.0
Business Analyst,4.0,XDuce,New York, NY,"Edison, NJ",1 to 50 ,1880,Private,IT Services,Information Technology,$1  to  $5 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,0,55,78,66,0.0
Business Analyst,3.7,Citi,New York, NY,"New York, NY",10000+ ,2011,Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Unknown,1,0,1,0,1,0,0,1,0,0,0,0,55,78,66,0.0
Business Analyst,3.3,Capstone,New York, NY,"New York, NY",51 to 200 ,1851,Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,Unknown,0,1,0,1,1,1,0,0,0,0,1,0,55,78,66,0.0
Business Analyst,3.6,UBS,Weehawken, NJ,"Zurich, Switzerland",10000+ ,1990,Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"Deutsche Bank, Credit Suisse, Morgan Stanley",0,0,0,0,0,0,0,0,0,0,0,0,55,78,66,0.0
Data Analyst,3.6,Wells Fargo,New York, NY,"San Francisco, CA",10000+ ,2007,Public,Banks & Credit Unions,Finance,$10+ billion (USD),Unknown,0,0,0,1,0,1,0,0,0,0,1,0,55,78,66,0.0
Data Analyst,3.5,Healthline Media,New York, NY,"San Francisco, CA",201 to 500 ,1997,Private,News Outlet,Media,$50  to  $100 million (USD),"WebMD Health, Everyday Health Group, Mayo Clinic",1,1,0,0,0,1,0,0,0,0,1,1,81,159,120,1.0
Business Analyst,2.7,Paris Baguette,Moonachie, NJ,"Commerce, CA",1001 to 5000 ,2002,Private,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",$50  to  $100 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,0,81,159,120,1.0
Business Analyst,2.8,David Yurman,New York, NY,"New York, NY",1001 to 5000 ,2010,Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,81,159,120,1.0
Business Analyst,4.3,Zealogics.com,New York, NY,"Bridgewater, NJ",201 to 500 ,1969,Private,IT Services,Information Technology,$10  to  $25 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,0,81,159,120,1.0
Data Scientist,3.6,BD,Franklin Lakes, NJ,"Franklin Lakes, NJ",10000+ ,1690,Public,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD),"Abbott, Siemens, Baxter",0,0,0,0,0,0,0,0,0,0,0,0,81,159,120,1.0
Business Analyst,3.9,JPMorgan Chase,Jersey City, NJ,"New York, NY",10000+ ,2007,Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Unknown,1,0,0,1,1,0,0,0,0,0,0,0,81,159,120,1.0
Business Analyst,3.7,Munich Re,New York, NY,"Munich, Germany",5001 to 10000 ,1989,Public,Insurance Carriers,Insurance,$10+ billion (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,0,81,159,120,1.0
Business Analyst,5.0,The Resource Collaborative,New York, NY,"Far Hills, NJ",1 to 50 ,1984,Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Unknown,0,0,0,0,0,0,0,0,0,0,1,0,81,159,120,1.0
Business Analyst,3.7,MassMutual,New York, NY,"Springfield, MA",5001 to 10000 ,1856,Private,Insurance Carriers,Insurance,$10+ billion (USD),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,81,159,120,1.0
Data Analyst,4.7,Dynamic Computing Services,New York, NY,"West Lake Hills, TX",51 to 200 ,2007,Private,IT Services,Information Technology,$10  to  $25 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,81,159,120,1.0
Business Analyst,4.6,Delv Global,New York, NY,"New York, NY",1 to 50 ,1871,Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,Unknown,0,0,0,1,0,1,0,0,0,0,1,0,81,159,120,1.0
Business Analyst,3.6,Signature Consultants,Jersey City, NJ,"Fort Lauderdale, FL",1001 to 5000 ,1994,Private,Staffing & Outsourcing,Business Services,$100  to  $500 million (USD),"ComforceHealth, TEKsystems, Allegis Group",0,0,0,0,0,0,0,0,0,0,1,0,81,159,120,1.0
Business Analyst,3.9,Roku,New York, NY,"San Jose, CA",1001 to 5000 ,1985,Public,IT Services,Information Technology,$500 million  to  $1 billion (USD),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,81,159,120,1.0
Business Analyst,3.8,United IT Solutions,New York, NY,"Irving, TX",1 to 50 ,2003,Private,Consulting,Business Services,$1  to  $5 million (USD),Unknown,0,0,0,1,0,0,0,0,0,0,0,0,81,159,120,1.0
Business Analyst,3.6,TSR Consulting,New York, NY,"Hauppauge, NY",201 to 500 ,1999,Public,Staffing & Outsourcing,Business Services,$50  to  $100 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,0,81,159,120,1.0
Business Analyst,3.8,Barclays Bank,New York, NY,"London, United Kingdom",10000+ ,2004,Public,Banks & Credit Unions,Finance,$10+ billion (USD),"Deutsche Bank, HSBC Holdings, Royal Bank of Scotland",0,0,0,0,0,0,0,0,0,0,1,0,81,159,120,1.0
Business Analyst,3.5,Veeva Systems,New York, NY,"Pleasanton, CA",1001 to 5000 ,1994,Public,Enterprise Software & Network Solutions,Information Technology,$500 million  to  $1 billion (USD),Unknown,0,0,0,0,0,0,0,1,0,0,1,0,81,159,120,1.0
Business Analyst,4.2,Eliassen Group,New York, NY,"Reading, MA",1001 to 5000 ,1984,Private,Staffing & Outsourcing,Business Services,$100  to  $500 million (USD),"TEKsystems, Kforce, Randstad US",0,0,0,0,0,0,0,0,0,0,0,0,81,159,120,1.0
Business Analyst,4.1,Mitchell Martin,New York, NY,"New York, NY",501 to 1000 ,1990,Private,Staffing & Outsourcing,Business Services,$100  to  $500 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,0,81,159,120,1.0
Business Analyst,3.3,M&T Bank Corporation,New York, NY,"Buffalo, NY",10000+ ,1998,Public,Banks & Credit Unions,Finance,$5  to  $10 billion (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,0,85,135,110,1.0
Sr. Data Analyst,3.6,Brandwatch,New York, NY,"Brighton, United Kingdom",501 to 1000 ,2000,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Sysomos, NetBase Solutions",0,0,0,0,0,0,0,0,0,0,1,0,85,135,110,1.0
Business Analyst,3.5,Marsh,Hoboken, NJ,"New York, NY",10000+ ,2000,Segment,Insurance Agencies & Brokerages,Insurance,$1  to  $2 billion (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,0,85,135,110,1.0
Business Analyst,3.5,American Modern Insurance Group,New York, NY,"Amelia, OH",Unknown,1957,Segment,Insurance Carriers,Insurance,$25  to  $50 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,0,85,135,110,1.0
Business Analyst,3.0,RMS Computer Corp.,New York, NY,"New York, NY",201 to 500 ,1994,Private,Computer Hardware & Software,Information Technology,$25  to  $50 million (USD),Unknown,0,1,0,0,0,0,0,0,0,0,0,0,85,135,110,1.0
Business Analyst,3.0,The Accuro Group,New York, NY,"Raleigh, NC",201 to 500 ,2006,Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,85,135,110,1.0
Business Analyst,4.3,Medidata Solutions,New York, NY,"New York, NY",1001 to 5000 ,1994,Public,Enterprise Software & Network Solutions,Information Technology,$500 million  to  $1 billion (USD),Oracle,0,0,0,0,0,0,0,1,0,0,0,0,85,135,110,1.0
Business Analyst,3.9,Ampcus Incorporated,New York, NY,"Chantilly, VA",501 to 1000 ,1865,Private,Consulting,Business Services,$50  to  $100 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,0,85,135,110,1.0
Business Analyst,3.9,Amazon,New York, NY,"Seattle, WA",10000+ ,2007,Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",0,0,0,1,0,1,1,0,0,0,1,0,85,135,110,1.0
Business Analyst,4.1,Mitchell Martin,New York, NY,"New York, NY",501 to 1000 ,1983,Private,Staffing & Outsourcing,Business Services,$100  to  $500 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,85,135,110,1.0
Data Analyst,3.6,Xoriant Corporation,Jersey City, NJ,"Sunnyvale, CA",1001 to 5000 ,1995,Private,IT Services,Information Technology,$100  to  $500 million (USD),"Persistent Systems (India), GlobalLogic, Synechron",0,0,0,1,0,0,0,0,0,0,1,0,85,135,110,1.0
Business Analyst,3.5,HUB International,New York, NY,"Chicago, IL",10000+ ,1997,Private,Insurance Agencies & Brokerages,Insurance,$1  to  $2 billion (USD),"Gallagher, Lockton Companies",0,0,0,0,0,0,0,1,0,0,1,1,85,135,110,1.0
Business Analyst,3.8,BBR Partners,New York, NY,"New York, NY",51 to 200 ,1999,Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,Unknown,0,0,0,0,0,0,0,0,0,0,1,1,85,135,110,1.0
Data Analyst,3.5,SmartLinx Solutions,Iselin, NJ,"Iselin, NJ",51 to 200 ,1979,Private,Enterprise Software & Network Solutions,Information Technology,$25  to  $50 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,0,85,135,110,1.0
Business Analyst,3.3,Ross Stores,New York, NY,"Dublin, CA",10000+ ,1836,Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),"TJ Maxx, Kohl's, Burlington Stores",0,0,0,0,0,0,0,0,0,0,0,0,85,135,110,1.0
Business Analyst,3.7,Cognizant,Teaneck, NJ,"Teaneck, NJ",10000+ ,1999,Public,-1,Information Technology,$10+ billion (USD),"Tata Consultancy Services, Accenture, Capgemini",0,0,0,0,0,0,0,0,0,0,1,1,85,135,110,1.0
Business Analyst,3.4,AMC Networks,New York, NY,"New York, NY",1001 to 5000 ,1996,Public,TV Broadcast & Cable Networks,Media,$2  to  $5 billion (USD),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,85,135,110,1.0
Business Analyst,4.6,EDI Staffing,New York, NY,"Raynham, MA",51 to 200 ,1999,Private,Staffing & Outsourcing,Business Services,$10  to  $25 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,0,85,135,110,1.0
Business Analyst,3.7,HSBC,New York, NY,"London, United Kingdom",10000+ ,1875,Public,Banks & Credit Unions,Finance,$10+ billion (USD),"J.P. Morgan, Wells Fargo",0,0,0,1,1,0,0,0,0,0,0,0,85,135,110,1.0
Business Analyst,4.6,Delv,New York, NY,"New York, NY",1 to 50 ,2011,Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,Unknown,0,0,0,1,1,1,0,0,0,0,1,0,85,135,110,1.0
Business Analyst,4.3,DATA Inc.,New York, NY,"Montvale, NJ",501 to 1000 ,1968,Private,IT Services,Information Technology,$50  to  $100 million (USD),"TEKMARK Global Solutions, Marlabs, IBM",0,0,0,0,0,0,0,0,0,0,0,0,85,135,110,1.0
Business Analyst,3.8,Apex Systems,New York, NY,"Glen Allen, VA",1001 to 5000 ,2000,Segment,Staffing & Outsourcing,Business Services,$2  to  $5 billion (USD),"TEKsystems, Insight Global, Accenture",0,1,0,1,1,0,0,0,0,0,0,0,45,82,63,0.0
Business Analyst,3.5,L&T Infotech,Jersey City, NJ,"Mumbai, India",10000+ ,2003,Public,IT Services,Information Technology,Unknown / Non-Applicable,"Infosys, Accenture, Capgemini",0,0,0,1,0,0,0,0,0,0,1,0,45,82,63,0.0
Business Analyst,3.7,emids,New York, NY,"Nashville, TN",1001 to 5000 ,1999,Private,IT Services,Information Technology,$100  to  $500 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,45,82,63,0.0
Business Analyst,4.1,Adorama,New York, NY,"New York, NY",501 to 1000 ,1888,Private,Consumer Electronics & Appliances Stores,Retail,$25  to  $50 million (USD),Unknown,0,0,0,0,0,1,0,0,0,0,1,0,45,82,63,0.0
Business Analyst,3.2,Wolters Kluwer,New York, NY,"Alphen aan den Rijn, Netherlands",10000+ ,1922,Public,Consulting,Business Services,$2  to  $5 billion (USD),"Thomson Reuters, Pearson, RELX",0,0,0,0,0,0,0,0,0,0,0,0,45,82,63,0.0
Business Analyst,4.0,Genesis10,New York, NY,"New York, NY",1001 to 5000 ,2001,Private,Consulting,Business Services,$100  to  $500 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,1,0,45,82,63,0.0
Business Analyst,3.4,SMBC Group,New York, NY,"Tokyo, Japan",10000+ ,1916,Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"Bank Of Tokyo-Mitsubishi UFJ, Mizuho Financial Group, Citi",0,0,0,1,0,0,0,0,0,0,1,0,45,82,63,0.0
Business Analyst,3.2,Atlas Data Systems,New York, NY,"Berkeley Heights, NJ",51 to 200 ,1852,Private,Staffing & Outsourcing,Business Services,$10  to  $25 million (USD),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,45,82,63,0.0
Business Analyst,3.6,Prudential,Newark, NJ,"Newark, NJ",10000+ ,2005,Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"AIG, MetLife, Fidelity Investments",1,0,0,1,0,0,0,0,0,0,1,1,45,82,63,0.0
Business Analyst,4.8,TechProjects,New York, NY,"North Brunswick, NJ",1 to 50 ,1984,Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown,0,0,0,1,0,0,0,0,0,0,1,0,45,82,63,0.0
Business Analyst,3.8,Tata Consultancy Services,Newark, NJ,"Mumbai, India",10000+ ,2001,Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Accenture, IBM, Infosys",0,0,0,0,0,0,0,0,0,0,0,0,45,82,63,0.0
